dist no_qem errordetect zne zne_and_errordetect
0.300000 -0.526255 -0.567671 -0.602512 -0.602957
0.740000 -1.095594 -1.118643 -1.137595 -1.138658
1.180000 -1.032062 -1.048650 -1.061260 -1.062943
1.620000 -0.959631 -0.972225 -0.979977 -0.982153
2.060000 -0.927036 -0.937573 -0.945478 -0.944887
2.500000 -0.918292 -0.927818 -0.936393 -0.935561
