dist no_qem errordetect zne zne_and_errordetect
0.300000 -0.434066 -0.529148 -0.599946 -0.600218
0.740000 -1.047835 -1.097837 -1.138215 -1.139100
1.180000 -1.005018 -1.037080 -1.060752 -1.060609
1.620000 -0.938313 -0.961833 -0.980194 -0.980527
2.060000 -0.909423 -0.927400 -0.944284 -0.945008
2.500000 -0.899210 -0.918246 -0.934587 -0.936313
